season,week,team,off_ypp,off_epa,off_success_rt,off_explosiveness,off_third_conv_rate,off_fourth_conv_rate,off_pass_ypa,off_pass_ypc,off_rush_ypa,off_pts_per_opp,off_turnovers,off_plays_pg,off_ppg,def_ypp,def_epa,def_success_rt,def_explosiveness,def_third_conv_rate,def_fourth_conv_rate,def_pass_ypa,def_pass_ypc,def_rush_ypa,def_pts_per_opp,def_plays_pg,def_ppg,st_net_epa,st_punt_return_yds,st_kick_return_yds,st_kick_return_TDs,st_punt_return_TDs,fg_rate,fg_made_pg,xp_rate,xp_made_pg,st_punt_return_yds_allowed,st_kick_return_yds_allowed,st_kick_return_TDs_allowed,st_punt_return_TDs_allowed,fg_rate_allowed,fg_made_pg_allowed,xp_rate_allowed,xp_made_pg_allowed,net_st_ppg,def_turnovers,net_punt_return_yds,net_kick_return_yds,net_punt_return_TDs,net_kick_return_TDs,net_fg_rate,net_fg_made_pg,net_xp_rate,net_xp_made_pg,off_ppg_aboveavg,def_ppg_aboveavg,off_ppg_adj,def_ppg_adj,Rank_off_ypp,Rank_off_epa,Rank_off_success_rt,Rank_off_explosiveness,Rank_off_third_conv_rate,Rank_off_fourth_conv_rate,Rank_off_pass_ypa,Rank_off_pass_ypc,Rank_off_rush_ypa,Rank_off_pts_per_opp,Rank_off_turnovers,Rank_off_ppg,Rank_def_ypp,Rank_def_epa,Rank_def_success_rt,Rank_def_explosiveness,Rank_def_third_conv_rate,Rank_def_fourth_conv_rate,Rank_def_pass_ypa,Rank_def_pass_ypc,Rank_def_rush_ypa,Rank_def_pts_per_opp,Rank_def_turnovers,Rank_def_ppg,Rank_net_st_epa,Rank_net_punt_return_yds,Rank_net_punt_return_TDs,Rank_net_kick_return_yds,Rank_net_kick_return_TDs,Rank_net_xp_rate,Rank_net_xp_made_pg,Rank_net_st_ppg,VoA_Output,OffVoA_MeanRating,OffVoA_MedRating,OffVoA_95PctRating,OffVoA_05PctRating,DefVoA_MeanRating,DefVoA_MedRating,DefVoA_95PctRating,DefVoA_05PctRating,STVoA_MeanRating,STVoA_MedRating,STVoA_95PctRating,STVoA_05PctRating,VoA_Rating_Ovr,VoA_Rating_05Pct,VoA_Rating_95Pct,VoA_Ranking_Ovr,OffVoA_Ranking,DefVoA_Ranking,STVoA_Ranking
2024,12,BUF,5.885802469135803,0.16535971984602113,0.4506172839506173,1.2017573266887556,0.3767123287671233,0.15789473684210525,7.011267605633801,11.634703196347031,4.522184300341297,2.4375,0.7272727272727273,58.90909090909091,19.818181818181817,5.4347826086956506,-0.03794168111785993,0.42128935532233885,1.1275933386023003,0.3706293706293706,0.11842105263157894,5.789473684210528,9.70817120622568,4.906716417910449,1.7787610619469028,60.63636363636363,12.727272727272727,-0.17209700743027156,7.59375,6.382978723404254,0,0,0.8636363636363636,1.7272727272727273,0.8918918918918919,3,3.4864864864864864,5.287878787878788,0.09090909090909091,0,1,1.3636363636363635,1,2.090909090909091,1.4545454545454546,0.053763440860215055,4.107263513513514,1.0950999355254663,0,-0.09090909090909091,-0.13636363636363635,0.36363636363636376,-0.10810810810810811,0.9090909090909092,5.404829545454543,-1.6908143939393945,22.520596590909086,12.727272727272727,10,2,11,4,11,4,6,9,15,2,3,3,15,11,15,24,22,22,8,2,24,12,3,10,26,3,3,11,4,26,4,9,10.4375,23.393706055556105,23.397855585160393,27.69214481326297,19.0362928924334,12.798287568564358,12.802743172165915,16.4341506800131,9.188947591478083,1.4545454545454546,1.4545454545454548,1.4545454545454588,1.45454545454545,12.049657867539933,11.301890755500768,12.712539587795328,3,2,10,11
2024,12,KC,5.360169491525422,0.09651883582869526,0.5056497175141242,0.9435692645636489,0.5,0.1323529411764706,6.105392156862744,10.048872180451127,4.346666666666667,2.2358490566037736,1.2727272727272727,64.36363636363636,15.818181818181818,5.187793427230046,0.00943171549788434,0.41784037558685444,1.0897652152823265,0.36423841059602646,0.11538461538461539,6.158441558441559,10.389121338912133,3.7165354330708658,1.9245283018867925,58.09090909090909,13.272727272727273,-0.057702086262562555,5.131578947368421,7.980392156862744,0,0,0.9130434782608695,1.9090909090909092,0.9642857142857143,2.4545454545454546,5.4375,4.966101694915255,0,0,1,1.6363636363636365,0.8181818181818182,1.6363636363636365,1.6363636363636365,0.024193548387096774,-0.30592105263157876,3.014290461947489,0,0,-0.08695652173913049,0.2727272727272727,0.14610389610389607,0.8181818181818181,1.404829545454545,-1.1453598484848477,16.099147727272726,13.272727272727273,18,7,1,31,1,9,19,24,20,8,11,8,8,16,12,18,21,18,15,8,3,19,12,12,12,20,3,8,3,1,5,8,11.84375,17.87057969198395,17.859262280907984,22.388211363137962,13.34174740840168,13.678844587497858,13.674007825827417,17.47828597888429,9.894616390345098,1.636363636363636,1.6363636363636365,1.6363636363636402,1.6363636363636305,5.821618091444204,5.083494654420213,6.546289020617312,9,9,12,9
2024,12,NO,5.6979166666666705,-0.0169730811778538,0.4181547619047619,1.0978394902186563,0.36666666666666664,0.10588235294117647,6.4755434782608665,11.413636363636366,4.7565789473684195,2,1,61.09090909090909,15.818181818181818,6.156918687589161,0.010039267495143622,0.43794579172610554,1.100327669788219,0.3356643356643357,0.07058823529411765,6.774580335731415,12.016129032258064,5.25,1.8048780487804879,63.72727272727273,13.454545454545455,0.05235074228097898,7.162162162162162,10.483333333333333,0,0.18181818181818182,0.9473684210526315,1.6363636363636365,0.9285714285714286,2.3636363636363638,2.617021276595745,17.644067796610166,0,0,1,2,0.9565217391304348,2,0.36363636363636365,0.0456989247311828,4.5451408855664175,-7.1607344632768335,0.18181818181818182,0,-0.052631578947368474,-0.36363636363636354,-0.02795031055900621,0.36363636363636376,1.404829545454545,-0.9635416666666661,16.099147727272726,13.454545454545455,13,16,18,13,12,13,14,14,9,11,7,8,31,17,20,20,15,7,28,28,31,13,5,13,3,2,1,31,3,19,10,13,14.3125,15.48660968891602,15.480462549943141,19.327884005821975,11.691254513413089,14.838488605411355,14.83644755836035,18.514581075160926,11.171062261968451,0.3636363636363624,0.3636363636363616,0.36363636363636925,0.36363636363635715,1.0076513552191528,0.8838286150809944,1.1769392942974182,16,14,16,15
2024,12,CLE,4.51468531468531,-0.12366318979309994,0.36923076923076925,1.0498897552023472,0.23976608187134502,0.16363636363636364,4.839055793991422,9.788235294117651,3.907630522088353,1.2619047619047619,1.3636363636363635,65,10.545454545454545,5.930015552099539,0.022184469303733384,0.3965785381026439,1.265484895370901,0.3202614379084967,0.08695652173913043,6.698863636363637,12.701492537313433,5,1.8409090909090908,58.45454545454545,16.363636363636363,-0.14166970948163035,6.900000000000001,10.389830508474576,0,0,0.7142857142857143,1.3636363636363635,0.8461538461538461,1,6.862068965517241,13.130434782608695,0.09090909090909091,0.09090909090909091,1,1.3636363636363635,0.967741935483871,2.727272727272727,-2.8181818181818183,0.021505376344086023,0.03793103448276014,-2.7406042741341192,-0.09090909090909091,-0.09090909090909091,-0.2857142857142857,0,-0.12158808933002485,-1.727272727272727,-3.8678977272727284,1.9455492424242422,10.545454545454545,16.752746212121213,32,29,30,20,32,3,31,28,30,32,12,21,29,20,9,32,11,12,27,32,28,17,13,23,23,15,5,25,4,27,29,26,22.09375,8.558329199341799,8.571777458048473,12.667863282337292,4.433023088595081,15.121690557519127,15.11542166030695,19.104714467393425,11.145609574449374,-2.8181818181818183,-2.8181818181818183,-2.818181818181814,-2.818181818181823,-9.361826020440295,-9.530768304036116,-9.255033003237948,27,31,18,29
2024,12,SEA,5.601173020527862,-0.03874354957582638,0.4340175953079179,1.038622526817514,0.3355263157894737,0.0963855421686747,6.386004514672687,10.92526690391459,4.146443514644353,1.717741935483871,1.3636363636363635,62,13.636363636363637,5.53420669577875,0.013446745900821868,0.43377001455604075,1.0428216437979692,0.35443037974683544,0.04597701149425287,6.061696658097689,10.645833333333332,4.845637583892617,1.7480314960629921,62.45454545454545,13.636363636363637,-0.001498081774421775,1.9444444444444444,12.491228070175438,0.09090909090909091,0,0.8333333333333334,1.3636363636363635,0.9259259259259259,2.272727272727273,4.297872340425531,11.527272727272726,0,0,1,1.6363636363636365,1,2.1818181818181817,-0.18181818181818182,0.03494623655913978,-2.3534278959810866,0.9639553429027128,0,0.09090909090909091,-0.16666666666666663,-0.27272727272727293,-0.07407407407407407,0.09090909090909127,-0.7769886363636367,-0.7817234848484844,13.636363636363637,13.636363636363637,14,20,15,22,21,17,15,18,25,19,12,12,18,18,18,9,17,2,13,11,22,11,8,14,7,29,3,13,2,25,13,14,14.90625,13.352959797551277,13.351272832122888,17.196432873057965,9.501636460101892,14.025075008076135,14.02030882681203,17.481910067954196,10.550506098124218,-0.18181818181818105,-0.18181818181818146,-0.18181818181817586,-0.18181818181818507,-0.8508541765073241,-1.2306878198405113,-0.4672953767144068,19,20,13,16
2024,12,PHI,6.023809523809526,0.11827900145244175,0.45098039215686275,1.201378066532812,0.4088050314465409,0.14814814814814814,6.770440251572328,12.025252525252524,5.424242424242426,2.2941176470588234,1,64.9090909090909,19.454545454545453,4.739062500000007,-0.09098170152898032,0.3953125,1.0227742287406945,0.2857142857142857,0.125,4.95140664961637,9.890410958904107,4.405622489959839,1.4482758620689655,58.18181818181818,10.909090909090908,-0.19390775586889608,3.8723404255319145,9.419999999999998,0,0,0.7727272727272727,1.5454545454545454,0.9666666666666667,2.6363636363636362,3.4411764705882355,6.048387096774195,0,0,1,1.6363636363636365,0.9285714285714286,1.1818181818181819,1.1818181818181819,0.03763440860215054,0.431163954943679,3.3716129032258033,0,0,-0.2272727272727273,-0.09090909090909105,0.03809523809523807,1.4545454545454544,5.04119318181818,-3.508996212121213,21.975142045454543,10.909090909090908,5,5,10,5,6,5,9,8,2,7,7,4,1,5,7,7,3,24,1,4,11,4,7,4,29,12,3,7,3,9,2,10,7.0625,21.978620909275246,21.98484553086261,26.21110327651615,17.75644183524044,10.211107097278143,10.20714167310355,14.01007476912877,6.43739962274593,1.181818181818181,1.1818181818181812,1.181818181818185,1.181818181818176,12.959522039577243,12.500860394312689,13.382846689205563,2,4,3,12
2024,12,IND,5.509406657018812,-0.07104051316759927,0.36903039073806077,1.2699503656247328,0.34177215189873417,0.10204081632653061,6.223376623376623,12.710784313725489,4.611111111111109,1.6343283582089552,1.5,57.583333333333336,12.5,5.629675810473816,-0.017314968589945693,0.43266832917705733,1.0530777799307944,0.41208791208791207,0.11827956989247312,6.68019093078759,10.905109489051096,4.480417754569191,1.835820895522388,66.83333333333333,14.5,-0.1316476658717179,4.186046511627907,7.177419354838708,0,0,0.875,1.75,1,1.9166666666666667,4.596153846153846,3.5,0,0,1,1.8333333333333333,1,2.3333333333333335,-0.6666666666666666,0.0456989247311828,-0.4101073345259385,3.677419354838708,0,0,-0.125,-0.08333333333333326,0,-0.41666666666666674,-1.9133522727272734,0.0819128787878789,12.5,14.516382575757575,16,25,31,2,18,14,17,4,13,23,15,16,21,14,17,11,29,21,26,14,15,15,5,15,22,22,3,6,3,13,20,17,15.71875,13.61323297076065,13.62627343580921,17.865426453965373,9.302078887447237,14.730466703444204,14.733984311177643,18.51662676933324,10.943171840493301,-0.666666666666667,-0.666666666666667,-0.6666666666666623,-0.6666666666666718,-1.7743775420350998,-2.3077596197127357,-1.3178669820345286,20,19,15,19
2024,12,MIA,5.13237410071942,-0.06583705018168756,0.42302158273381296,1.0282132380395899,0.38311688311688313,0.058823529411764705,5.932291666666668,10.110204081632652,4.144694533762059,1.7692307692307692,1.0909090909090908,63.18181818181818,12,5.259780907668233,-0.028486628393953953,0.4194053208137715,0.9855581929010414,0.2972972972972973,0.06818181818181818,5.820855614973261,10.300884955752213,4.467924528301887,1.6923076923076923,58.09090909090909,11.818181818181818,-0.10523830957505163,3.9545454545454546,5.245283018867925,0,0,0.84,1.9090909090909092,1,1.8181818181818181,4.361111111111111,5.163636363636365,0,0,1,2.1818181818181817,0.9473684210526315,1.6363636363636365,-0.6363636363636364,0.02956989247311828,-0.40656565656565613,0.08164665523155978,0,0,-0.16000000000000003,-0.2727272727272725,0.052631578947368474,0.18181818181818166,-2.4133522727272734,-2.5999053030303028,12,11.818181818181818,22,24,16,26,10,29,20,23,26,17,8,17,10,12,13,2,4,5,9,7,13,9,10,7,20,21,3,16,3,6,11,16,13.59375,12.937577664137473,12.938175687823914,16.789794781144295,9.124307743917296,12.626030326912122,12.625647329722895,16.302649727438464,8.970358992892432,-0.6363636363636364,-0.6363636363636362,-0.6363636363636327,-0.6363636363636407,-0.3238352782626168,-0.4824148853387773,-0.14921858265780186,18,21,9,18
2024,12,DET,6.381231671554254,0.16130177719442929,0.4970674486803519,1.137113716257743,0.4338235294117647,0.14492753623188406,7.899705014749265,12.284482758620687,4.8804664723032065,2.5785123966942147,0.9090909090909091,62,23.454545454545453,5.343373493975905,-0.1513314902006704,0.3855421686746988,1.0468995871377516,0.2740740740740741,0.07777777777777778,5.898584905660377,10.934426229508196,4.362500000000001,1.425,60.36363636363637,8.909090909090908,-0.18651230442396344,9,5.8125,0,0.09090909090909091,1,1.4545454545454546,0.9767441860465116,3.8181818181818183,2.6857142857142855,6.830985915492956,0,0,1,1.9090909090909092,1,1.2727272727272727,1.7272727272727273,0.051075268817204304,6.314285714285715,-1.0184859154929562,0.09090909090909091,0,0,-0.4545454545454546,-0.023255813953488413,2.545454545454546,9.04119318181818,-5.508996212121213,27.975142045454543,8.909090909090908,2,3,2,8,3,6,2,6,8,1,6,1,11,1,5,10,1,10,11,15,9,2,4,1,27,1,2,20,3,16,1,7,6.40625,25.37671259270143,25.37066437552865,29.844224015208134,20.92290457432875,9.401458461498695,9.405020325349824,13.374437185233365,5.394006948751108,1.727272727272727,1.727272727272727,1.7272727272727326,1.7272727272727215,17.692916777451554,17.256170352850365,18.197059557247503,1,1,2,8
2024,12,LAC,5.558502340093601,0.013842544457405133,0.39313572542901715,1.1497766971842367,0.3630573248407643,0.06521739130434782,6.559766763848395,12.201005025125632,4.406040268456374,1.819672131147541,0.36363636363636365,58.27272727272727,13.636363636363637,5.392749244712991,-0.06225161507319948,0.3957703927492447,1.102493579438881,0.3148148148148148,0.12631578947368421,5.621553884711781,10.504347826086956,5.0456273764258555,1.2892561983471074,60.18181818181818,10.363636363636363,0.022962748022393092,3.9636363636363643,6.418604651162791,0,0,0.9230769230769231,2.1818181818181817,0.875,1.9090909090909092,3.6181818181818186,7.862068965517242,0,0,1,1.2727272727272727,1,1.5454545454545454,3.090909090909091,0.03494623655913978,0.3454545454545457,-1.4434643143544506,0,0,-0.07692307692307687,0.909090909090909,-0.125,0.36363636363636376,-0.7769886363636367,-4.054450757575758,13.636363636363637,10.363636363636363,15,13,23,7,13,26,13,7,18,16,1,12,12,7,8,21,7,25,6,10,29,1,8,3,4,13,3,22,3,28,10,3,12.09375,13.90030348464594,13.902751583784049,18.01843085603196,9.764768223234897,8.70096026212289,8.705230869155255,12.42986867692774,4.969230515607765,3.0909090909090917,3.0909090909090917,3.0909090909090966,3.090909090909088,8.288429805537886,7.8864467985362205,8.679471270013316,6,17,1,3
