season,week,team,off_ypp,off_epa,off_success_rt,off_explosiveness,off_third_conv_rate,off_fourth_conv_rate,off_pass_ypa,off_pass_ypc,off_rush_ypa,off_pts_per_opp,off_turnovers,off_plays_pg,off_ppg,def_ypp,def_epa,def_success_rt,def_explosiveness,def_third_conv_rate,def_fourth_conv_rate,def_pass_ypa,def_pass_ypc,def_rush_ypa,def_pts_per_opp,def_plays_pg,def_ppg,st_net_epa,st_punt_return_yds,st_kick_return_yds,st_kick_return_TDs,st_punt_return_TDs,fg_rate,fg_made_pg,xp_rate,xp_made_pg,st_punt_return_yds_allowed,st_kick_return_yds_allowed,st_kick_return_TDs_allowed,st_punt_return_TDs_allowed,fg_rate_allowed,fg_made_pg_allowed,xp_rate_allowed,xp_made_pg_allowed,net_st_ppg,def_turnovers,net_punt_return_yds,net_kick_return_yds,net_punt_return_TDs,net_kick_return_TDs,net_fg_rate,net_fg_made_pg,net_xp_rate,net_xp_made_pg,off_ppg_aboveavg,def_ppg_aboveavg,off_ppg_adj,def_ppg_adj,Rank_off_ypp,Rank_off_epa,Rank_off_success_rt,Rank_off_explosiveness,Rank_off_third_conv_rate,Rank_off_fourth_conv_rate,Rank_off_pass_ypa,Rank_off_pass_ypc,Rank_off_rush_ypa,Rank_off_pts_per_opp,Rank_off_turnovers,Rank_off_ppg,Rank_def_ypp,Rank_def_epa,Rank_def_success_rt,Rank_def_explosiveness,Rank_def_third_conv_rate,Rank_def_fourth_conv_rate,Rank_def_pass_ypa,Rank_def_pass_ypc,Rank_def_rush_ypa,Rank_def_pts_per_opp,Rank_def_turnovers,Rank_def_ppg,Rank_net_st_epa,Rank_net_punt_return_yds,Rank_net_punt_return_TDs,Rank_net_kick_return_yds,Rank_net_kick_return_TDs,Rank_net_xp_rate,Rank_net_xp_made_pg,Rank_net_st_ppg,VoA_Output,OffVoA_MeanRating,OffVoA_MedRating,OffVoA_95PctRating,OffVoA_05PctRating,DefVoA_MeanRating,DefVoA_MedRating,DefVoA_95PctRating,DefVoA_05PctRating,STVoA_MeanRating,STVoA_MedRating,STVoA_95PctRating,STVoA_05PctRating,VoA_Rating_Ovr,VoA_Rating_05Pct,VoA_Rating_95Pct,VoA_Ranking_Ovr,OffVoA_Ranking,DefVoA_Ranking,STVoA_Ranking
2024,17,BUF,6.241489361702131,0.20615037503136804,0.46595744680851064,1.1877684607374512,0.38967136150234744,0.1485148514851485,7.466135458167329,12.2475884244373,4.837899543378995,2.668711656441718,0.5625,58.75,22.625,5.576494427558256,-0.01097428383148641,0.4326241134751773,1.1455339518857908,0.4019138755980861,0.15384615384615385,6.186643835616433,10.318181818181822,4.692307692307692,1.9325153374233128,61.6875,15.25,-0.06279882924738456,6.804347826086956,7.3698630136986285,0,0,0.8214285714285714,1.4375,0.9354838709677419,3.625,3.666666666666667,7.616161616161615,0.0625,0,1,1.0625,0.9743589743589743,2.375,2,0.08064516129032258,3.137681159420289,-0.24629860246298652,0,-0.0625,-0.1785714285714286,0.375,-0.03887510339123246,1.25,7.85546875,0.48046875,26.552734375,15.34609375,5,2,7,4,10,7,5,5,6,2,2,2,18,13,17,29,27,32,16,4,21,19,2,18,11,2,3,18,4,25,3,7,10.8125,26.283812291151182,26.28304758807468,29.85325357624601,22.728114436145994,15.827893572685145,15.824468792070657,19.393483780317343,12.267654224945895,1.9999999999999993,1.9999999999999996,2.0000000000000036,1.9999999999999951,12.458578796004023,12.460460211200093,12.459769795928672,3,2,21,7
2024,17,KC,5.3127413127413154,0.08653614313319012,0.4864864864864865,0.9548906755911383,0.46808510638297873,0.10091743119266056,5.9919224555735084,10.020304568527918,4.304556354916068,2.124223602484472,0.9375,64.75,15.375,5.25210970464135,-0.018688051841482065,0.4240506329113924,1.0702952802283616,0.3755656108597285,0.08695652173913043,5.890814558058925,10.455587392550143,4.258760107816714,1.66875,59.25,12.125,-0.0800551609941789,5.224137931034482,10.855072463768115,0,0,0.8888888888888888,2,0.9487179487179487,2.3125,4.438596491228071,8.61627906976744,0,0,1,1.4375,0.8333333333333334,1.5625,2.4375,0.051075268817204304,0.7855414398064111,2.238793394000675,0,0,-0.11111111111111116,0.5625,0.11538461538461531,0.75,0.60546875,-2.64453125,15.49609375,12.125,18,9,4,30,1,13,19,26,22,9,6,10,6,10,13,14,22,9,8,9,7,6,10,4,14,11,3,9,3,1,7,3,10.5,16.672817073283415,16.66786316669699,20.28222944152936,13.085170531037978,12.042157995130438,12.041383136548559,15.459462802647083,8.616649555227676,2.437499999999999,2.437499999999999,2.437500000000004,2.4374999999999942,7.0639800301484295,6.906020975810296,7.26026663888228,8,10,4,3
2024,17,NO,5.359293873312564,-0.06073302348075322,0.39979231568016615,1.0913258345480163,0.33031674208144796,0.10077519379844961,5.963436928702013,11.114649681528663,4.564903846153846,1.706896551724138,1.0625,60.1875,13.25,5.850144092219023,0.0329138403241081,0.4409221902017291,1.0882859780718472,0.36283185840707965,0.09848484848484848,6.415692821368948,11.808695652173915,5.083710407239818,1.8448275862068966,65.0625,13.875,-0.017635311839425037,5.122807017543858,11.453488372093025,0,0.125,0.8518518518518519,1.4375,0.9375,1.875,2.9583333333333335,19.10958904109589,0,0,1,1.9375,0.9411764705882353,2,-0.875,0.04838709677419355,2.1644736842105243,-7.656100669002866,0.125,0,-0.14814814814814814,-0.5,-0.003676470588235281,-0.125,-1.51953125,-0.89453125,13.25,13.875,17,23,24,10,23,14,20,13,13,21,8,16,28,22,23,18,18,15,21,28,31,14,11,13,5,5,1,32,3,15,14,19,16.8125,12.808078036808991,12.804649978406239,15.791169255234443,9.841416475795304,15.6906099684274,15.695355334898512,19.05072465418112,12.349478442655967,-0.8749999999999981,-0.8749999999999972,-0.874999999999992,-0.875000000000006,-3.76570535649227,-3.3830619668606685,-4.134555398946669,21,21,18,21
2024,17,CLE,4.590440487347703,-0.1696563676389454,0.3626991565135895,1.078862737427097,0.2619047619047619,0.15384615384615385,4.787965616045842,9.803713527851455,4.21680216802168,1.1904761904761905,1.875,66.6875,10.375,5.71957671957672,0.007657185367039798,0.40634920634920635,1.1979637498653422,0.3288888888888889,0.05925925925925926,6.564796905222437,12.203333333333335,4.698598130841122,1.7487437185929648,59.0625,16.5,-0.12701169447250205,5.555555555555554,10.494117647058824,0,0,0.6538461538461539,1.0625,0.85,1.0625,6.119047619047619,10.704918032786889,0.0625,0.0625,1,1.375,0.9787234042553191,2.875,-3.5,0.03763440860215054,-0.563492063492065,-0.21080038572806536,-0.0625,-0.0625,-0.34615384615384615,-0.3125,-0.12872340425531914,-1.8125,-4.39453125,1.73046875,10.375,17.365234375,32,32,32,14,32,4,32,31,28,32,19,27,25,16,5,32,8,1,25,32,22,10,15,23,24,22,4,17,4,30,25,27,21.3125,8.613725354582208,8.606944882636515,12.106502543037497,5.1244130766971345,14.853185270926259,14.858092971038191,18.428262059923952,11.263693598994351,-3.5,-3.5,-3.499999999999995,-3.5000000000000058,-9.751148088401676,-9.639280522297222,-9.82175951688645,30,32,13,31
2024,17,SEA,5.517098445595858,-0.04466571856094039,0.42590673575129534,1.0397770257623944,0.3244444444444444,0.07936507936507936,6.165048543689319,10.575063613231555,4.3631123919308354,1.65,1.375,60.3125,12.75,5.324242424242428,-0.014263923198852146,0.42323232323232324,1.027264864376506,0.3406113537117904,0.06153846153846154,5.761403508771926,10.453488372093023,4.730952380952382,1.6935483870967742,61.875,13.375,-0.10027419793161117,2.1392405063291142,13.139240506329113,0.0625,0,0.8620689655172413,1.5625,0.918918918918919,2.125,3.5277777777777772,12.649999999999999,0.0625,0,1,1.5625,0.9696969696969697,2,0.125,0.051075268817204304,-1.388537271448663,0.4892405063291143,0,0,-0.13793103448275867,0,-0.050778050778050754,0.125,-2.01953125,-1.39453125,12.75,13.375,13,21,16,23,27,21,16,19,18,24,13,20,12,12,11,7,12,2,5,8,24,8,10,10,18,26,3,13,3,28,12,16,14.71875,12.204177415962556,12.207835994572775,15.255875626203498,9.117959048244193,12.907121094109911,12.905449997119387,16.18034203626487,9.642606983175654,0.12500000000000047,0.12500000000000058,0.1250000000000049,0.12499999999999561,-0.572614002546611,-0.3996479349314645,-0.7994664100613691,18,23,7,17
2024,17,PHI,5.816764132553606,0.1241215141324642,0.43859649122807015,1.2132662122794653,0.405982905982906,0.1487603305785124,6.537777777777778,11.768115942028986,5.253472222222221,2.2890173410404624,0.875,64.125,19.5,4.776483050847462,-0.0963351144419468,0.3983050847457627,1.027646847634389,0.3242009132420091,0.136,5.069892473118283,9.930158730158734,4.352331606217616,1.5178571428571428,59,11.75,-0.1237487003448566,4.015625,10.85915492957746,0,0,0.7878787878787878,1.625,0.9782608695652174,2.8125,2.961538461538462,9,0,0,1,1.4375,0.875,1.3125,2.0625,0.06989247311827956,1.0540865384615379,1.8591549295774605,0,0,-0.21212121212121215,0.1875,0.1032608695652174,1.5,4.73046875,-3.01953125,21.865234375,11.75,11,6,14,3,7,6,10,8,4,8,5,7,1,2,3,8,6,27,1,2,8,2,5,3,23,9,3,10,3,2,2,6,6.71875,21.65463633660472,21.65544045362446,25.24903510668576,18.083402595698683,10.17254419078474,10.165103245455617,13.580612597836717,6.759370956158236,2.0624999999999996,2.0624999999999996,2.0625000000000044,2.062499999999995,13.552837208168844,13.386531639540442,13.730922508849048,2,6,1,6
2024,17,IND,5.514106583072097,-0.06232679613337239,0.39080459770114945,1.2147822199200398,0.3627906976744186,0.13178294573643412,6.193227091633466,12.537593984962408,4.764835164835166,1.7637362637362637,1.8125,59.8125,14.375,5.654404646660214,0.0026441154454123843,0.4298160696999032,1.1011057499127914,0.4177215189873418,0.09482758620689655,6.7586837294332724,10.941340782122904,4.411522633744856,1.9076086956521738,64.5625,16.5,-0.13790624927824674,4.280701754385965,7.402298850574714,0,0,0.84375,1.6875,1,2.125,6.09375,5.580246913580242,0.0625,0,1,1.6875,1,2.5625,-0.8125,0.06451612903225806,-1.813048245614035,1.8220519369944714,0,-0.0625,-0.15625,0,0,-0.4375,-0.39453125,1.73046875,14.375,17.365234375,14,24,29,2,13,8,15,4,10,18,18,11,23,15,16,23,29,14,30,17,9,17,6,23,25,28,3,11,4,12,18,18,15.84375,14.999889906346024,14.99831442507476,18.345074483549354,11.638235931992662,15.23538234563065,15.23287916952815,18.685282959888585,11.793528494180347,-0.8124999999999999,-0.8124999999999988,-0.8124999999999938,-0.8125000000000078,-1.047064744453389,-0.9677925621876919,-1.1527084763392255,19,14,15,20
2024,17,MIA,5.166666666666669,-0.032913781409292485,0.43353174603174605,1.0145382823179332,0.33636363636363636,0.09375,6.003389830508477,9.817010309278352,3.9856459330143545,1.8176470588235294,1,63,12.25,5.319103521878336,-0.027497646000425417,0.4226254002134472,0.9987873531117052,0.31390134529147984,0.0703125,5.912966252220249,10.394736842105265,4.425133689839573,1.6764705882352942,58.5625,11.5,-0.0313306304091229,4.15625,7.974025974025971,0,0,0.8974358974358975,2.1875,0.9230769230769231,1.5,4.055555555555555,4.987804878048783,0,0,1,2.1875,0.9642857142857143,1.6875,-0.1875,0.043010752688172046,0.10069444444444464,2.9862210959771884,0,0,-0.10256410256410253,0,-0.04120879120879117,-0.1875,-2.51953125,-3.26953125,12.25,11.5,22,20,15,26,21,18,18,30,31,16,7,22,11,9,10,2,2,4,10,7,10,7,13,2,7,14,3,5,3,26,15,17,13.21875,14.382260786307723,14.382147462270943,17.457222549711037,11.3259310507465,11.742348307250465,11.738527482046083,15.091413050309704,8.415146978125794,-0.18749999999999997,-0.1874999999999999,-0.1874999999999958,-0.1875000000000044,2.4561199802248606,2.723284072620701,2.1783094994013372,13,16,3,19
2024,17,DET,6.378509196515002,0.17969920866854375,0.4975798644724105,1.1342640744700236,0.44711538461538464,0.19607843137254902,7.787934186471666,12.061827956989248,4.792181069958848,2.719298245614035,0.8125,64.5625,24.125,5.845588235294113,-0.04405058751822592,0.4170168067226891,1.0949754812788275,0.296875,0.1,6.613861386138612,11.938028169014085,4.5,1.7823529411764707,59.5,13.625,-0.19084898905322656,8.142857142857144,6.116883116883117,0,0.0625,0.8928571428571429,1.5625,0.9523809523809523,3.75,2.8604651162790695,7.114285714285714,0,0,1,1.5625,0.9696969696969697,2,2.125,0.06451612903225806,5.282392026578075,-0.9974025974025968,0.0625,0,-0.1071428571428571,0,-0.017316017316017396,1.75,9.35546875,-1.14453125,28.802734375,13.625,2,3,1,8,3,1,2,7,9,1,4,1,27,7,9,21,1,16,27,30,13,11,6,11,29,1,2,21,3,18,1,5,9.40625,26.726638574847964,26.71438307077323,29.981823807896745,23.485927362452113,13.080005734967338,13.070574712048995,16.8673254993833,9.308500570177708,2.125,2.125,2.125000000000005,2.1249999999999956,15.768808358724236,16.3024267922744,15.239498308513452,1,1,8,5
2024,17,LAC,5.475728155339804,0.020424980085096273,0.4023732470334412,1.1362351112245075,0.3744292237442922,0.07142857142857142,6.3771760154738875,11.542207792207794,4.339024390243901,1.8901734104046244,0.5,57.9375,14.125,5.369387755102041,-0.05892042984894685,0.4163265306122449,1.0194128478428088,0.33476394849785407,0.12781954887218044,5.7053726169844,10.342105263157896,4.888337468982631,1.5,61.25,10.875,0.03288415430006188,3.6142857142857148,8.420289855072463,0,0,0.9459459459459459,2.1875,0.9117647058823529,1.9375,3.7746478873239435,7.965116279069767,0,0,1,1.625,1,1.6875,1.9375,0.053763440860215055,-0.16036217303822875,0.4551735760026956,0,0,-0.05405405405405406,0.5625,-0.08823529411764708,0.25,-0.64453125,-3.89453125,14.125,10.875,15,13,22,6,11,24,13,10,19,13,1,12,13,5,8,5,10,23,4,6,27,1,9,1,3,18,3,14,3,29,10,8,11.21875,14.30386660903985,14.320244433699683,17.548994227285892,11.069937791525577,10.342838023837123,10.34491869210887,13.702664836052003,6.998606927870037,1.9375,1.9375,1.9375000000000044,1.9374999999999956,5.912825741590813,6.008830863655535,5.783829391233893,10,17,2,8
