season,games,MAE,vegas_MAE,MSE,vegas_MSE,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
2025,224,10.423049510013758,9.747767857142856,167.5326769650209,153.1015625,12.943441465275798,12.373421616513356,0.5848214285714286,0.6651785714285714,0.4642857142857143,0.39285714285714285
