game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_VoA_Rating,home_team,home_VoA_Rating,location,result,total,overtime,spread_line,total_line,div_game,temp,wind,stadium,Proj_Margin,proj_margin_abs,proj_winner,home_win_prob,betareg_win_prob,win_prob
2026_02_DET_BUF,2026,REG,2,2026-09-17,Thursday,20:15,DET,3.8075928808866744,BUF,5.702834179862141,Home,NA,NA,NA,5.5,54.5,0,NA,NA,Highmark Stadium,4.395241298975466,4.395241298975466,BUF,0.6069081282544742,0.6069081282544742,0.6124477084532443
2026_02_CAR_ATL,2026,REG,2,2026-09-20,Sunday,13:00,CAR,-0.4093272922232011,ATL,-1.144530039385775,Home,NA,NA,NA,-2.5,43.5,1,NA,NA,Mercedes-Benz Stadium,1.7647972528374263,1.7647972528374263,ATL,0.5433973344786277,0.5433973344786277,0.557332286787471
2026_02_NO_BAL,2026,REG,2,2026-09-20,Sunday,13:00,NO,-3.5701103550083872,BAL,4.070932925146099,Home,NA,NA,NA,8.5,46.5,0,NA,NA,M&T Bank Stadium,10.141043280154486,10.141043280154486,BAL,0.7323512222280195,0.7323512222280195,0.7216951491893011
2026_02_MIN_CHI,2026,REG,2,2026-09-20,Sunday,13:00,MIN,4.404483732056472,CHI,1.990572031585731,Home,NA,NA,NA,4.5,47.5,1,NA,NA,Soldier Field,0.08608829952925845,0.08608829952925845,CHI,0.5020253483054156,0.5020253483054156,0.5214061551367486
2026_02_CIN_HOU,2026,REG,2,2026-09-20,Sunday,13:00,CIN,0.33876359012014456,HOU,-1.6568808236099821,Home,NA,NA,NA,2.5,46.5,0,NA,NA,Reliant Stadium,0.5043555862698733,0.5043555862698733,HOU,0.5123570214338984,0.5123570214338984,0.5304371142650712
2026_02_PIT_NE,2026,REG,2,2026-09-20,Sunday,13:00,PIT,-1.2989268352252081,NE,-2.135936427033175,Home,NA,NA,NA,5.5,41.5,0,NA,NA,Gillette Stadium,1.662990408192033,1.662990408192033,NE,0.5408989282619037,0.5408989282619037,0.5551527514145425
2026_02_GB_NYJ,2026,REG,2,2026-09-20,Sunday,13:00,GB,0.2273879337890986,NYJ,-3.4225760366803613,Home,NA,NA,NA,-3.5,44.5,0,NA,NA,MetLife Stadium,-1.14996397046946,1.14996397046946,GB,0.4715156765332943,0.5284843234667057,0.5441366158431324
2026_02_CLE_TB,2026,REG,2,2026-09-20,Sunday,13:00,CLE,-5.246489983378623,TB,1.419949946020136,Home,NA,NA,NA,8.5,41.5,0,NA,NA,Raymond James Stadium,9.16643992939876,9.16643992939876,TB,0.71279148404813375,0.71279148404813375,0.7044873558695257
2026_02_PHI_TEN,2026,REG,2,2026-09-20,Sunday,13:00,PHI,2.9598523183581924,TEN,-5.4916236483708,Home,NA,NA,NA,-7,39.5,0,NA,NA,Nissan Stadium,-5.951475966728992,5.951475966728992,PHI,0.35674767899101656,0.6432523210089834,0.643781793422274
2026_02_JAX_DEN,2026,REG,2,2026-09-20,Sunday,16:05,JAX,3.9478661851240773,DEN,1.1241282335845244,Home,NA,NA,NA,2.5,45.5,0,NA,NA,Empower Field at Mile High,-0.32373795153955287,0.32373795153955287,JAX,0.49190053645316534,0.5080994635468347,0.5265585044390415
2026_02_LV_LAC,2026,REG,2,2026-09-20,Sunday,16:05,LV,-3.0895984594050123,LAC,-2.1801264749456104,Home,NA,NA,NA,6.5,43.5,1,NA,NA,SoFi Stadium,3.409471984459402,3.409471984459402,LAC,0.5833922089652389,0.5833922089652389,0.5920111159939974
2026_02_SEA_ARI,2026,REG,2,2026-09-20,Sunday,16:25,SEA,5.368033580303402,ARI,-0.6047524696874338,Home,NA,NA,NA,-3.5,41.5,1,NA,NA,State Farm Stadium,-3.472786049990836,3.472786049990836,SEA,0.4148877700964064,0.5851122299035936,0.5933327738208831
2026_02_WAS_DAL,2026,REG,2,2026-09-20,Sunday,16:25,WAS,-3.441794782760309,DAL,-0.01658823674739207,Home,NA,NA,NA,4.5,50.5,1,NA,NA,AT&T Stadium,5.925206546012917,5.925206546012917,DAL,0.6424658942406936,0.6424658942406936,0.6432604482154215
2026_02_MIA_SF,2026,REG,2,2026-09-20,Sunday,16:25,MIA,-1.2350363708632073,SF,3.419765357103323,Home,NA,NA,NA,13.5,44.5,0,NA,NA,Levi's Stadium,7.154801727966531,7.154801727966531,SF,0.6700283984275479,0.6700283984275479,0.6671641473778178
2026_02_IND_KC,2026,REG,2,2026-09-20,Sunday,20:20,IND,2.187317684117486,KC,-0.9525356269436495,Home,NA,NA,NA,6.5,46.5,0,NA,NA,GEHA Field at Arrowhead Stadium,-0.6398533110611355,0.6398533110611355,IND,0.48409474754448834,0.5159052524555117,0.5333657529640611
2026_02_NYG_LA,2026,REG,2,2026-09-21,Monday,20:15,NYG,0.7453928765461999,LA,0.04754645900300525,Home,NA,NA,NA,7,47.5,0,NA,NA,SoFi Stadium,1.8021535824568051,1.8021535824568051,LA,0.5443135718801753,0.5443135718801753,0.5581405199001168
