game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_VoA_Rating,home_team,home_VoA_Rating,location,result,total,overtime,spread_line,total_line,div_game,temp,wind,stadium,Proj_Margin,proj_margin_abs,proj_winner,home_win_prob,betareg_win_prob,win_prob
2026_03_ATL_GB,2026,REG,3,2026-09-24,Thursday,20:15,ATL,-3.7233277691218154,GB,2.1527757400427463,Home,NA,NA,NA,5.5,43.5,0,NA,NA,Lambeau Field,8.376103509164562,8.376103509164562,GB,0.6963602624537654,0.6963602624537654,0.6881219564048067
2026_03_LAC_BUF,2026,REG,3,2026-09-27,Sunday,13:00,LAC,-3.9745187520496703,BUF,5.940745792201868,Home,NA,NA,NA,7,50.5,0,NA,NA,Highmark Stadium,12.415264544251539,12.415264544251539,BUF,0.7747947542102147,0.7747947542102147,0.7579188380062725
2026_03_CAR_CLE,2026,REG,3,2026-09-27,Sunday,13:00,CAR,1.1405926525063297,CLE,-3.8489729842362754,Home,NA,NA,NA,-2.5,42.5,0,NA,NA,Huntington Bank Field,-2.489565636742605,2.489565636742605,CAR,0.4386825267344664,0.5613174732655336,0.5697428063266181
2026_03_NYJ_DET,2026,REG,3,2026-09-27,Sunday,13:00,NYJ,-5.413408455207243,DET,4.1046731165457695,Home,NA,NA,NA,6.5,47.5,0,NA,NA,Ford Field,12.018081571753012,12.018081571753012,DET,0.767714402067645,0.767714402067645,0.7515389195709978
2026_03_HOU_IND,2026,REG,3,2026-09-27,Sunday,13:00,HOU,-3.2512554859711167,IND,4.764032895988593,Home,NA,NA,NA,-3,42.5,1,NA,NA,Lucas Oil Stadium,10.51528838195971,10.51528838195971,IND,0.739648465406396,0.739648465406396,0.7265159779786445
2026_03_NE_JAX,2026,REG,3,2026-09-27,Sunday,13:00,NE,-0.48088824207421044,JAX,2.365105808158617,Home,NA,NA,NA,3,45.5,0,NA,NA,EverBank Stadium,5.345994050232828,5.345994050232828,JAX,0.6291552998635386,0.6291552998635386,0.6292263515288977
2026_03_KC_MIA,2026,REG,3,2026-09-27,Sunday,13:00,KC,-0.29027163810306333,MIA,-2.414617103032927,Home,NA,NA,NA,-11.5,46.5,0,NA,NA,Hard Rock Stadium,0.37565453507013646,0.37565453507013646,MIA,0.5091786364418998,0.5091786364418998,0.5242382190550932
2026_03_TEN_NYG,2026,REG,3,2026-09-27,Sunday,13:00,TEN,-3.3137126423326246,NYG,-0.1609423013790161,Home,NA,NA,NA,2.5,39.5,0,NA,NA,MetLife Stadium,5.652770340953609,5.652770340953609,NYG,0.6362295840694867,0.6362295840694867,0.6354028003771226
2026_03_CIN_PIT,2026,REG,3,2026-09-27,Sunday,13:00,CIN,0.8723603374115657,PIT,-2.543079902590951,Home,NA,NA,NA,-3.5,42.5,1,NA,NA,Acrisure Stadium,-0.9154402400025167,0.9154402400025167,CIN,0.47729558048193776,0.5227044195180622,0.5359058885117157
2026_03_SEA_WAS,2026,REG,3,2026-09-27,Sunday,13:00,SEA,4.92402981724784,WAS,-2.8203875921121457,Home,NA,NA,NA,-7,40.5,0,NA,NA,Northwest Stadium,-5.244417409359986,5.244417409359986,SEA,0.37300794993053676,0.6269920500694632,0.6271798395914618
2026_03_ARI_SF,2026,REG,3,2026-09-27,Sunday,16:05,ARI,-2.219569399178169,SF,3.9418384783804488,Home,NA,NA,NA,8.5,47.5,1,NA,NA,Levi's Stadium,8.661407877558618,8.661407877558618,SF,0.7023489603654065,0.7023489603654065,0.6934733735459917
2026_03_MIN_TB,2026,REG,3,2026-09-27,Sunday,16:05,MIN,4.065629130064746,TB,-0.7317366691585392,Home,NA,NA,NA,-1.5,42.5,0,NA,NA,Raymond James Stadium,-2.297365799223285,2.297365799223285,MIN,0.4433686345277723,0.5566313654722277,0.5655970969210872
2026_03_BAL_DAL,2026,REG,3,2026-09-27,Sunday,16:25,BAL,3.6832628070937536,DAL,3.0359806046432616,Neutral,NA,NA,NA,-3.5,52.5,0,NA,NA,Maracana Stadium,-0.6472822024504921,0.6472822024504921,BAL,0.48391138120196575,0.5160886187980342,0.5301458955533471
2026_03_LV_NO,2026,REG,3,2026-09-27,Sunday,16:25,LV,-2.5264378925006237,NO,-2.4503565267242973,Home,NA,NA,NA,3,44.5,0,NA,NA,Caesars Superdome,2.5760813657763264,2.5760813657763264,NO,0.5632233993475233,0.5632233993475233,0.5716256518091707
2026_03_LA_DEN,2026,REG,3,2026-09-27,Sunday,20:20,LA,1.9673018585717805,DEN,1.3170239773981534,Home,NA,NA,NA,-2.5,45.5,0,NA,NA,Empower Field at Mile High,1.8497221188263728,1.8497221188263728,DEN,0.5454798725092541,0.5454798725092541,0.5560135998550457
2026_03_PHI_CHI,2026,REG,3,2026-09-28,Monday,20:15,PHI,1.6562170549845188,CHI,-0.8032551152804296,Home,NA,NA,NA,-4.5,41.5,0,NA,NA,Soldier Field,0.040527829735051535,0.040527829735051535,CHI,0.5008997047356024,0.5008997047356024,0.5169920775115123
