season,mean_ae,mean_vegas_ae,mean_se,mean_vegas_se,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
2024,11.762491380285137,10.448598130841122,230.7115078057725,192.6869158878505,15.18919049211552,13.88117127218919,0.6074766355140186,0.6542056074766355,0.4485981308411215,0.35514018691588783
