game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_VoA_Rating,home_team,home_VoA_Rating,location,result,total,overtime,spread_line,total_line,div_game,temp,wind,stadium,proj_margin,proj_margin_abs,proj_winner,home_win_prob,win_prob
2024_18_CLE_BAL,2024,REG,18,2025-01-04,Saturday,16:30,CLE,-9.751148088401676,BAL,9.79978687466464,Home,NA,NA,NA,19.5,41.5,1,NA,NA,M&T Bank Stadium,22.050934963066318,22.050934963066318,BAL,0.8959757296795879,0.8959757296795879
2024_18_CIN_PIT,2024,REG,18,2025-01-04,Saturday,20:00,CIN,5.728235481359023,PIT,2.8049434836269747,Home,NA,NA,NA,-2.5,47.5,1,NA,NA,Acrisure Stadium,-0.42329199773204795,0.42329199773204795,CIN,0.49006502778094785,0.5099349722190522
2024_18_CAR_ATL,2024,REG,18,2025-01-05,Sunday,13:00,CAR,-12.834615014163894,ATL,-1.2325679939881775,Home,NA,NA,NA,7.5,48.5,1,NA,NA,Mercedes-Benz Stadium,14.102047020175718,14.102047020175718,ATL,0.7962480489562042,0.7962480489562042
2024_18_WAS_DAL,2024,REG,18,2025-01-05,Sunday,13:00,WAS,8.913057859913032,DAL,-7.886135132964995,Home,NA,NA,NA,-6,43.5,1,NA,NA,AT&T Stadium,-14.299192992878027,14.299192992878027,WAS,0.2009363222695847,0.7990636777304153
2024_18_CHI_GB,2024,REG,18,2025-01-05,Sunday,13:00,CHI,-6.4424911894387975,GB,9.305895518427045,Home,NA,NA,NA,10,41.5,1,NA,NA,Lambeau Field,18.24838670786584,18.24838670786584,GB,0.8546498058509657,0.8546498058509657
2024_18_JAX_IND,2024,REG,18,2025-01-05,Sunday,13:00,JAX,-11.327312462139204,IND,-1.047064744453389,Home,NA,NA,NA,4.5,43.5,1,NA,NA,Lucas Oil Stadium,12.780247717685816,12.780247717685816,IND,0.77451131471726,0.77451131471726
2024_18_BUF_NE,2024,REG,18,2025-01-05,Sunday,13:00,BUF,12.458578796004025,NE,-9.451863770492716,Home,NA,NA,NA,-2.5,36.5,1,NA,NA,Gillette Stadium,-19.41044256649674,19.41044256649674,BUF,0.13176294346513584,0.8682370565348642
2024_18_NYG_PHI,2024,REG,18,2025-01-05,Sunday,13:00,NYG,-6.8232279429837295,PHI,13.552837208168844,Home,NA,NA,NA,2.5,37.5,1,NA,NA,Lincoln Financial Field,22.876065151152574,22.876065151152574,PHI,0.9035535663193152,0.9035535663193152
2024_18_NO_TB,2024,REG,18,2025-01-05,Sunday,13:00,NO,-3.76570535649227,TB,6.642648742666814,Home,NA,NA,NA,14,43.5,1,NA,NA,Raymond James Stadium,12.908354099159084,12.908354099159084,TB,0.7766845075753022,0.7766845075753022
2024_18_HOU_TEN,2024,REG,18,2025-01-05,Sunday,13:00,HOU,1.756078027970995,TEN,-7.476150784267082,Home,NA,NA,NA,1.5,37,1,NA,NA,Nissan Stadium,-6.732228812238077,6.732228812238077,HOU,0.3438029716424704,0.6561970283575296
2024_18_SF_ARI,2024,REG,18,2025-01-05,Sunday,16:25,SF,-0.11765858360846287,ARI,-0.5595136010362265,Home,NA,NA,NA,4.5,42.5,1,NA,NA,State Farm Stadium,2.0581449825722364,2.0581449825722364,ARI,0.5494813604667415,0.5494813604667415
2024_18_KC_DEN,2024,REG,18,2025-01-05,Sunday,16:25,KC,7.0639800301484295,DEN,0.15436709753442424,Home,NA,NA,NA,10.5,40.5,1,NA,NA,Empower Field at Mile High,-4.409612932614005,4.409612932614005,KC,0.39585222333053194,0.6041477766694681
2024_18_SEA_LA,2024,REG,18,2025-01-05,Sunday,16:25,SEA,-0.572614002546611,LA,-5.083200875235064,Home,NA,NA,NA,-6.5,38.5,1,NA,NA,SoFi Stadium,-2.0105868726884526,2.0105868726884526,SEA,0.45209818361652576,0.5479018163834742
2024_18_LAC_LV,2024,REG,18,2025-01-05,Sunday,16:25,LAC,5.912825741590813,LV,-8.111723019423104,Home,NA,NA,NA,-4.5,41.5,1,NA,NA,Allegiant Stadium,-11.524548761013918,11.524548761013918,LAC,0.2478803061196998,0.7521196938803002
2024_18_MIA_NYJ,2024,REG,18,2025-01-05,Sunday,16:25,MIA,2.456119980224861,NYJ,-5.978746268365177,Home,NA,NA,NA,-0.5,38.5,1,NA,NA,MetLife Stadium,-5.934866248590039,5.934866248590039,MIA,0.3613362091031893,0.6386637908968107
2024_18_MIN_DET,2024,REG,18,2025-01-05,Sunday,20:20,MIN,7.772775254110801,DET,15.768808358724236,Home,NA,NA,NA,2.5,56.5,1,NA,NA,Ford Field,10.496033104613435,10.496033104613435,DET,0.7334036917901627,0.7334036917901627
